config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
robust_tuned,25,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,10,2373,0.011623204802572808,0.9859995883090426,0.06680811645456797,0.0025257698231436663,0.9969635019408598,0.8309371471405029
robust_tuned,25,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,50,2253,0.06845387839107106,0.9183073149412154,0.10927365867857822,0.0025257698231436663,0.9969635019408598,0.8309371471405029
robust_tuned,25,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,100,2103,0.16774702505102296,0.8012465193683374,0.10094772478666887,0.0025257698231436663,0.9969635019408598,0.8309371471405029
robust_tuned,25,4.0,5,2,2000 2001 2002 2003 2004,100 101 102,200,1803,0.16178797401885106,0.8057458362613785,0.07377952095559798,0.0025257698231436663,0.9969635019408598,0.8309371471405029
robust_tuned,25,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,1,2400,0.002055567616848633,0.9975110115674691,0.020183007733882263,0.002177112626650987,0.997369449717882,1.5938498973846436
robust_tuned,25,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,10,2373,0.010910572958244503,0.9868047421530772,0.05981861977627512,0.002177112626650987,0.997369449717882,1.5938498973846436
robust_tuned,25,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,50,2253,0.059276619797637896,0.9289262441632827,0.08844942764873626,0.002177112626650987,0.997369449717882,1.5938498973846436
robust_tuned,25,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,100,2103,0.1546583733899723,0.8159708101131867,0.09868844373894452,0.002177112626650987,0.997369449717882,1.5938498973846436
robust_tuned,25,4.0,8,0,0 1 2 3 4 5 6 7,100 101 102,200,1803,0.15648566954586685,0.8116744504060212,0.06421408111509386,0.002177112626650987,0.997369449717882,1.5938498973846436
robust_tuned,25,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,1,2400,0.0021140630146187925,0.9974440667599369,0.02347349160748747,0.0023209852061981816,0.9972028355361623,1.5619971752166748
robust_tuned,25,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,10,2373,0.011200218740628234,0.986476536860936,0.0770377945500196,0.0023209852061981816,0.9972028355361623,1.5619971752166748
robust_tuned,25,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,50,2253,0.06169911456222118,0.9261720861971726,0.07839655100374215,0.0023209852061981816,0.9972028355361623,1.5619971752166748
robust_tuned,25,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,100,2103,0.15891461801790469,0.8112753398681931,0.1015485601957302,0.0023209852061981816,0.9972028355361623,1.5619971752166748
robust_tuned,25,4.0,8,1,1000 1001 1002 1003 1004 1005 1006 1007,100 101 102,200,1803,0.1529014489985349,0.816093326417784,0.04640329137430026,0.0023209852061981816,0.9972028355361623,1.5619971752166748
robust_tuned,25,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,1,2400,0.0023563462347282035,0.997157609066747,0.022856769443327107,0.002467022531713085,0.9970282540587384,1.591440200805664
robust_tuned,25,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,10,2373,0.011951845923577613,0.9856021616982004,0.062189648642945926,0.002467022531713085,0.9970282540587384,1.591440200805664
robust_tuned,25,4.0,8,2,2000 2001 2002 2003 2004 2005 2006 2007,100 101 102,50,2253,0.07312350886619562,0.9127265768588744,0.14287974519025837,0.002467022531713085,0.9970282540587384,1.591440200805664
